TIMESTAMP,USER_ID,SESSION_ID,ACTION_TYPE,TARGET_RESOURCE,SEVERITY_LEVEL,BYTES_TRANSFERRED
1700000038,user12,session-12,LOGOUT,/usr/bin/sshd,5,0
1700000039,user13,session-13,LOGIN,/usr/bin/sshd,5,0
1700000040,user13,session-13,COMMAND_EXEC,/bin/ls,3,50
1700000041,user13,session-13,LOGOUT,/usr/bin/sshd,5,0
1700000042,user14,session-14,LOGIN,/usr/bin/sshd,5,0
1700000043,user14,session-14,COMMAND_EXEC,/bin/ls,3,50
1700000044,user14,session-14,LOGOUT,/usr/bin/sshd,5,0
1700000045,user15,session-15,LOGIN,/usr/bin/sshd,5,0
1700000046,user15,session-15,COMMAND_EXEC,/bin/ls,3,50
1700000047,user15,session-15,LOGOUT,/usr/bin/sshd,5,0
1700000048,user16,session-16,LOGIN,/usr/bin/sshd,5,0
1700000049,user16,session-16,COMMAND_EXEC,/bin/ls,3,50
1700000050,user16,session-16,LOGOUT,/usr/bin/sshd,5,0
1700000051,user17,session-17,LOGIN,/usr/bin/sshd,5,0
1700000052,user17,session-17,COMMAND_EXEC,/bin/ls,3,50
1700000053,user17,session-17,LOGOUT,/usr/bin/sshd,5,0
1700000054,user18,session-18,LOGIN,/usr/bin/sshd,5,0
1700000055,user18,session-18,COMMAND_EXEC,/bin/ls,3,50
1700000056,user18,session-18,LOGOUT,/usr/bin/sshd,5,0
1700000057,user19,session-19,LOGIN,/usr/bin/sshd,5,0
1700000058,user19,session-19,COMMAND_EXEC,/bin/ls,3,50
1700000059,user19,session-19,LOGOUT,/usr/bin/sshd,5,0
1700000060,user20,session-20,LOGIN,/usr/bin/sshd,5,0
1700000061,user20,session-20,COMMAND_EXEC,/bin/ls,3,50
1700000062,user20,session-20,LOGOUT,/usr/bin/sshd,5,0
1700000063,user21,session-21,LOGIN,/usr/bin/sshd,5,0
1700000064,user21,session-21,COMMAND_EXEC,/bin/ls,3,50
1700000065,user21,session-21,LOGOUT,/usr/bin/sshd,5,0
1700000066,user22,session-22,LOGIN,/usr/bin/sshd,5,0
1700000067,user22,session-22,COMMAND_EXEC,/bin/ls,3,50
1700000068,user22,session-22,LOGOUT,/usr/bin/sshd,5,0
1700000069,user23,session-23,LOGIN,/usr/bin/sshd,5,0
1700000070,user23,session-23,COMMAND_EXEC,/bin/ls,3,50
1700000071,user23,session-23,LOGOUT,/usr/bin/sshd,5,0
1700000072,user24,session-24,LOGIN,/usr/bin/sshd,5,0
1700000073,user24,session-24,COMMAND_EXEC,/bin/ls,3,50
1700000074,user24,session-24,LOGOUT,/usr/bin/sshd,5,0
1700000075,user25,session-25,LOGIN,/usr/bin/sshd,5,0
1700000076,user25,session-25,COMMAND_EXEC,/bin/ls,3,50
1700000077,user25,session-25,LOGOUT,/usr/bin/sshd,5,0
1700000078,user26,session-26,LOGIN,/usr/bin/sshd,5,0
1700000079,user26,session-26,COMMAND_EXEC,/bin/ls,3,50
1700000080,user26,session-26,LOGOUT,/usr/bin/sshd,5,0
1700000081,user27,session-27,LOGIN,/usr/bin/sshd,5,0
1700000082,user27,session-27,COMMAND_EXEC,/bin/ls,3,50
1700000083,user27,session-27,LOGOUT,/usr/bin/sshd,5,0
1700000084,user28,session-28,LOGIN,/usr/bin/sshd,5,0
1700000085,user28,session-28,COMMAND_EXEC,/bin/ls,3,50
1700000086,user28,session-28,LOGOUT,/usr/bin/sshd,5,0
1700000087,user29,session-29,LOGIN,/usr/bin/sshd,5,0
1700000088,user29,session-29,COMMAND_EXEC,/bin/ls,3,50
1700000089,user29,session-29,LOGOUT,/usr/bin/sshd,5,0
1700000090,user30,session-30,LOGIN,/usr/bin/sshd,5,0
1700000091,user30,session-30,COMMAND_EXEC,/bin/ls,3,50
1700000092,user30,session-30,LOGOUT,/usr/bin/sshd,5,0
1700000093,user31,session-31,LOGIN,/usr/bin/sshd,5,0
1700000094,user31,session-31,COMMAND_EXEC,/bin/ls,3,50
1700000095,user31,session-31,LOGOUT,/usr/bin/sshd,5,0
1700000096,user32,session-32,LOGIN,/usr/bin/sshd,5,0
1700000097,user32,session-32,COMMAND_EXEC,/bin/ls,3,50
1700000098,user32,session-32,LOGOUT,/usr/bin/sshd,5,0
1700000099,user33,session-33,LOGIN,/usr/bin/sshd,5,0
1700000100,user33,session-33,COMMAND_EXEC,/bin/ls,3,50
1700000101,user33,session-33,LOGOUT,/usr/bin/sshd,5,0
1700000102,user34,session-34,LOGIN,/usr/bin/sshd,5,0
1700000103,user34,session-34,COMMAND_EXEC,/bin/ls,3,50
1700000104,user34,session-34,LOGOUT,/usr/bin/sshd,5,0
1700000105,user35,session-35,LOGIN,/usr/bin/sshd,5,0
1700000106,user35,session-35,COMMAND_EXEC,/bin/ls,3,50
1700000107,user35,session-35,LOGOUT,/usr/bin/sshd,5,0
1700000108,user36,session-36,LOGIN,/usr/bin/sshd,5,0
1700000109,user36,session-36,COMMAND_EXEC,/bin/ls,3,50
1700000110,user36,session-36,LOGOUT,/usr/bin/sshd,5,0
1700000111,user37,session-37,LOGIN,/usr/bin/sshd,5,0
1700000112,user37,session-37,COMMAND_EXEC,/bin/ls,3,50
1700000113,user37,session-37,LOGOUT,/usr/bin/sshd,5,0
1700000114,user38,session-38,LOGIN,/usr/bin/sshd,5,0
1700000115,user38,session-38,COMMAND_EXEC,/bin/ls,3,50
1700000116,user38,session-38,LOGOUT,/usr/bin/sshd,5,0
1700000117,user39,session-39,LOGIN,/usr/bin/sshd,5,0
1700000118,user39,session-39,COMMAND_EXEC,/bin/ls,3,50
1700000119,user39,session-39,LOGOUT,/usr/bin/sshd,5,0
1700000120,user40,session-40,LOGIN,/usr/bin/sshd,5,0
1700000121,user40,session-40,COMMAND_EXEC,/bin/ls,3,50
1700000122,user40,session-40,LOGOUT,/usr/bin/sshd,5,0
1700000123,user41,session-41,LOGIN,/usr/bin/sshd,5,0
1700000124,user41,session-41,COMMAND_EXEC,/bin/ls,3,50
1700000125,user41,session-41,LOGOUT,/usr/bin/sshd,5,0
1700000126,user42,session-42,LOGIN,/usr/bin/sshd,5,0
1700000127,user42,session-42,COMMAND_EXEC,/bin/ls,3,50
1700000128,user42,session-42,LOGOUT,/usr/bin/sshd,5,0
1700000129,user43,session-43,LOGIN,/usr/bin/sshd,5,0
1700000130,user43,session-43,COMMAND_EXEC,/bin/ls,3,50
1700000131,user43,session-43,LOGOUT,/usr/bin/sshd,5,0
1700000132,user44,session-44,LOGIN,/usr/bin/sshd,5,0
1700000133,user44,session-44,COMMAND_EXEC,/bin/ls,3,50
1700000134,user44,session-44,LOGOUT,/usr/bin/sshd,5,0
1700000135,user45,session-45,LOGIN,/usr/bin/sshd,5,0
1700000136,user45,session-45,COMMAND_EXEC,/bin/ls,3,50
1700000137,user45,session-45,LOGOUT,/usr/bin/sshd,5,0
1700000138,user46,session-46,LOGIN,/usr/bin/sshd,5,0
1700000139,user46,session-46,COMMAND_EXEC,/bin/ls,3,50
1700000140,user46,session-46,LOGOUT,/usr/bin/sshd,5,0
1700000141,user47,session-47,LOGIN,/usr/bin/sshd,5,0
1700000142,user47,session-47,COMMAND_EXEC,/bin/ls,3,50
1700000143,user47,session-47,LOGOUT,/usr/bin/sshd,5,0
1700000144,user48,session-48,LOGIN,/usr/bin/sshd,5,0
1700000145,user48,session-48,COMMAND_EXEC,/bin/ls,3,50
1700000146,user48,session-48,LOGOUT,/usr/bin/sshd,5,0
1700000147,user49,session-49,LOGIN,/usr/bin/sshd,5,0
1700000148,user49,session-49,COMMAND_EXEC,/bin/ls,3,50
1700000149,user49,session-49,LOGOUT,/usr/bin/sshd,5,0
1700000150,user50,session-50,LOGIN,/usr/bin/sshd,5,0
1700000151,user50,session-50,COMMAND_EXEC,/bin/ls,3,50
1700000152,user50,session-50,LOGOUT,/usr/bin/sshd,5,0
1700000153,user51,session-51,LOGIN,/usr/bin/sshd,5,0
1700000154,user51,session-51,COMMAND_EXEC,/bin/ls,3,50
1700000155,user51,session-51,LOGOUT,/usr/bin/sshd,5,0
1700000156,user52,session-52,LOGIN,/usr/bin/sshd,5,0
1700000157,user52,session-52,COMMAND_EXEC,/bin/ls,3,50
1700000158,user52,session-52,LOGOUT,/usr/bin/sshd,5,0
1700000159,user53,session-53,LOGIN,/usr/bin/sshd,5,0
1700000160,user53,session-53,COMMAND_EXEC,/bin/ls,3,50
1700000161,user53,session-53,LOGOUT,/usr/bin/sshd,5,0
1700000162,user54,session-54,LOGIN,/usr/bin/sshd,5,0
1700000163,user54,session-54,COMMAND_EXEC,/bin/ls,3,50
1700000164,user54,session-54,LOGOUT,/usr/bin/sshd,5,0
1700000165,user55,session-55,LOGIN,/usr/bin/sshd,5,0
1700000166,user55,session-55,COMMAND_EXEC,/bin/ls,3,50
1700000167,user55,session-55,LOGOUT,/usr/bin/sshd,5,0
1700000168,user56,session-56,LOGIN,/usr/bin/sshd,5,0
1700000169,user56,session-56,COMMAND_EXEC,/bin/ls,3,50
1700000170,user56,session-56,LOGOUT,/usr/bin/sshd,5,0
1700000171,user57,session-57,LOGIN,/usr/bin/sshd,5,0
1700000172,user57,session-57,COMMAND_EXEC,/bin/ls,3,50
1700000173,user57,session-57,LOGOUT,/usr/bin/sshd,5,0
1700000174,user58,session-58,LOGIN,/usr/bin/sshd,5,0
1700000175,user58,session-58,COMMAND_EXEC,/bin/ls,3,50
1700000176,user58,session-58,LOGOUT,/usr/bin/sshd,5,0
1700000177,user59,session-59,LOGIN,/usr/bin/sshd,5,0
1700000178,user59,session-59,COMMAND_EXEC,/bin/ls,3,50
1700000179,user59,session-59,LOGOUT,/usr/bin/sshd,5,0
1700000180,user60,session-60,LOGIN,/usr/bin/sshd,5,0
1700000181,user60,session-60,COMMAND_EXEC,/bin/ls,3,50
1700000182,user60,session-60,LOGOUT,/usr/bin/sshd,5,0
1700000183,user61,session-61,LOGIN,/usr/bin/sshd,5,0
1700000184,user61,session-61,COMMAND_EXEC,/bin/ls,3,50
1700000185,user61,session-61,LOGOUT,/usr/bin/sshd,5,0
1700000186,user62,session-62,LOGIN,/usr/bin/sshd,5,0
1700000187,user62,session-62,COMMAND_EXEC,/bin/ls,3,50
1700000188,user62,session-62,LOGOUT,/usr/bin/sshd,5,0
1700000189,user63,session-63,LOGIN,/usr/bin/sshd,5,0
1700000190,user63,session-63,COMMAND_EXEC,/bin/ls,3,50
1700000191,user63,session-63,LOGOUT,/usr/bin/sshd,5,0
1700000192,user64,session-64,LOGIN,/usr/bin/sshd,5,0
1700000193,user64,session-64,COMMAND_EXEC,/bin/ls,3,50
1700000194,user64,session-64,LOGOUT,/usr/bin/sshd,5,0
1700000195,user65,session-65,LOGIN,/usr/bin/sshd,5,0
1700000196,user65,session-65,COMMAND_EXEC,/bin/ls,3,50
1700000197,user65,session-65,LOGOUT,/usr/bin/sshd,5,0
1700000198,user66,session-66,LOGIN,/usr/bin/sshd,5,0
1700000199,user66,session-66,COMMAND_EXEC,/bin/ls,3,50
1700000200,user66,session-66,LOGOUT,/usr/bin/sshd,5,0
1700000201,user67,session-67,LOGIN,/usr/bin/sshd,5,0
1700000202,user67,session-67,COMMAND_EXEC,/bin/ls,3,50
1700000203,user67,session-67,LOGOUT,/usr/bin/sshd,5,0
1700000204,user68,session-68,LOGIN,/usr/bin/sshd,5,0
1700000205,user68,session-68,COMMAND_EXEC,/bin/ls,3,50
1700000206,user68,session-68,LOGOUT,/usr/bin/sshd,5,0
1700000207,user69,session-69,LOGIN,/usr/bin/sshd,5,0
1700000208,user69,session-69,COMMAND_EXEC,/bin/ls,3,50
1700000209,user69,session-69,LOGOUT,/usr/bin/sshd,5,0
1700000210,user70,session-70,LOGIN,/usr/bin/sshd,5,0
1700000211,user70,session-70,COMMAND_EXEC,/bin/ls,3,50
1700000212,user70,session-70,LOGOUT,/usr/bin/sshd,5,0
1700000213,user71,session-71,LOGIN,/usr/bin/sshd,5,0
1700000214,user71,session-71,COMMAND_EXEC,/bin/ls,3,50
1700000215,user71,session-71,LOGOUT,/usr/bin/sshd,5,0
1700000216,user72,session-72,LOGIN,/usr/bin/sshd,5,0
1700000217,user72,session-72,COMMAND_EXEC,/bin/ls,3,50
1700000218,user72,session-72,LOGOUT,/usr/bin/sshd,5,0
1700000219,user73,session-73,LOGIN,/usr/bin/sshd,5,0
1700000220,user73,session-73,COMMAND_EXEC,/bin/ls,3,50
1700000221,user73,session-73,LOGOUT,/usr/bin/sshd,5,0
1700000222,user74,session-74,LOGIN,/usr/bin/sshd,5,0
1700000223,user74,session-74,COMMAND_EXEC,/bin/ls,3,50
1700000224,user74,session-74,LOGOUT,/usr/bin/sshd,5,0
1700000225,user75,session-75,LOGIN,/usr/bin/sshd,5,0
1700000226,user75,session-75,COMMAND_EXEC,/bin/ls,3,50
1700000227,user75,session-75,LOGOUT,/usr/bin/sshd,5,0
1700000228,user76,session-76,LOGIN,/usr/bin/sshd,5,0
1700000229,user76,session-76,COMMAND_EXEC,/bin/ls,3,50
1700000230,user76,session-76,LOGOUT,/usr/bin/sshd,5,0
1700000231,user77,session-77,LOGIN,/usr/bin/sshd,5,0
1700000232,user77,session-77,COMMAND_EXEC,/bin/ls,3,50
1700000233,user77,session-77,LOGOUT,/usr/bin/sshd,5,0
1700000234,user78,session-78,LOGIN,/usr/bin/sshd,5,0
1700000235,user78,session-78,COMMAND_EXEC,/bin/ls,3,50
1700000236,user78,session-78,LOGOUT,/usr/bin/sshd,5,0
1700000237,user79,session-79,LOGIN,/usr/bin/sshd,5,0
1700000238,user79,session-79,COMMAND_EXEC,/bin/ls,3,50
1700000239,user79,session-79,LOGOUT,/usr/bin/sshd,5,0
1700000240,user80,session-80,LOGIN,/usr/bin/sshd,5,0
1700000241,user80,session-80,COMMAND_EXEC,/bin/ls,3,50
1700000242,user80,session-80,LOGOUT,/usr/bin/sshd,5,0
1700000243,user81,session-81,LOGIN,/usr/bin/sshd,5,0
1700000244,user81,session-81,COMMAND_EXEC,/bin/ls,3,50
1700000245,user81,session-81,LOGOUT,/usr/bin/sshd,5,0
1700000246,user82,session-82,LOGIN,/usr/bin/sshd,5,0
1700000247,user82,session-82,COMMAND_EXEC,/bin/ls,3,50
1700000248,user82,session-82,LOGOUT,/usr/bin/sshd,5,0
1700000249,user83,session-83,LOGIN,/usr/bin/sshd,5,0
1700000250,user83,session-83,COMMAND_EXEC,/bin/ls,3,50
1700000251,user83,session-83,LOGOUT,/usr/bin/sshd,5,0
1700000252,user84,session-84,LOGIN,/usr/bin/sshd,5,0
1700000253,user84,session-84,COMMAND_EXEC,/bin/ls,3,50
1700000254,user84,session-84,LOGOUT,/usr/bin/sshd,5,0
1700000255,user85,session-85,LOGIN,/usr/bin/sshd,5,0
1700000256,user85,session-85,COMMAND_EXEC,/bin/ls,3,50
1700000257,user85,session-85,LOGOUT,/usr/bin/sshd,5,0
1700000258,user86,session-86,LOGIN,/usr/bin/sshd,5,0
1700000259,user86,session-86,COMMAND_EXEC,/bin/ls,3,50
1700000260,user86,session-86,LOGOUT,/usr/bin/sshd,5,0
1700000261,user87,session-87,LOGIN,/usr/bin/sshd,5,0
1700000262,user87,session-87,COMMAND_EXEC,/bin/ls,3,50
1700000263,user87,session-87,LOGOUT,/usr/bin/sshd,5,0
1700000264,user88,session-88,LOGIN,/usr/bin/sshd,5,0
1700000265,user88,session-88,COMMAND_EXEC,/bin/ls,3,50
1700000266,user88,session-88,LOGOUT,/usr/bin/sshd,5,0
1700000267,user89,session-89,LOGIN,/usr/bin/sshd,5,0
1700000268,user89,session-89,COMMAND_EXEC,/bin/ls,3,50
1700000269,user89,session-89,LOGOUT,/usr/bin/sshd,5,0
1700000270,user90,session-90,LOGIN,/usr/bin/sshd,5,0
1700000271,user90,session-90,COMMAND_EXEC,/bin/ls,3,50
1700000272,user90,session-90,LOGOUT,/usr/bin/sshd,5,0
1700000273,user91,session-91,LOGIN,/usr/bin/sshd,5,0
1700000274,user91,session-91,COMMAND_EXEC,/bin/ls,3,50
1700000275,user91,session-91,LOGOUT,/usr/bin/sshd,5,0
1700000276,user92,session-92,LOGIN,/usr/bin/sshd,5,0
1700000277,user92,session-92,COMMAND_EXEC,/bin/ls,3,50
1700000278,user92,session-92,LOGOUT,/usr/bin/sshd,5,0
1700000279,user93,session-93,LOGIN,/usr/bin/sshd,5,0
1700000280,user93,session-93,COMMAND_EXEC,/bin/ls,3,50
1700000281,user93,session-93,LOGOUT,/usr/bin/sshd,5,0
1700000282,user94,session-94,LOGIN,/usr/bin/sshd,5,0
1700000283,user94,session-94,COMMAND_EXEC,/bin/ls,3,50
1700000284,user94,session-94,LOGOUT,/usr/bin/sshd,5,0
1700000285,user95,session-95,LOGIN,/usr/bin/sshd,5,0
1700000286,user95,session-95,COMMAND_EXEC,/bin/ls,3,50
1700000287,user95,session-95,LOGOUT,/usr/bin/sshd,5,0
1700000288,user96,session-96,LOGIN,/usr/bin/sshd,5,0
1700000289,user96,session-96,COMMAND_EXEC,/bin/ls,3,50
1700000290,user96,session-96,LOGOUT,/usr/bin/sshd,5,0
1700000291,user97,session-97,LOGIN,/usr/bin/sshd,5,0
1700000292,user97,session-97,COMMAND_EXEC,/bin/ls,3,50
1700000293,user97,session-97,LOGOUT,/usr/bin/sshd,5,0
1700000294,user98,session-98,LOGIN,/usr/bin/sshd,5,0
1700000295,user98,session-98,COMMAND_EXEC,/bin/ls,3,50
1700000296,user98,session-98,LOGOUT,/usr/bin/sshd,5,0
1700000297,user99,session-99,LOGIN,/usr/bin/sshd,5,0
1700000298,user99,session-99,COMMAND_EXEC,/bin/ls,3,50
1700000299,user99,session-99,LOGOUT,/usr/bin/sshd,5,0
1700000300,user100,session-100,LOGIN,/usr/bin/sshd,5,0
1700000301,user100,session-100,COMMAND_EXEC,/bin/ls,3,50
1700000302,user100,session-100,LOGOUT,/usr/bin/sshd,5,0
1700000303,user101,session-101,LOGIN,/usr/bin/sshd,5,0
1700000304,user101,session-101,COMMAND_EXEC,/bin/ls,3,50
1700000305,user101,session-101,LOGOUT,/usr/bin/sshd,5,0
1700000306,user102,session-102,LOGIN,/usr/bin/sshd,5,0
1700000307,user102,session-102,COMMAND_EXEC,/bin/ls,3,50
1700000308,user102,session-102,LOGOUT,/usr/bin/sshd,5,0
1700000309,user103,session-103,LOGIN,/usr/bin/sshd,5,0
1700000310,user103,session-103,COMMAND_EXEC,/bin/ls,3,50
1700000311,user103,session-103,LOGOUT,/usr/bin/sshd,5,0
1700000312,user104,session-104,LOGIN,/usr/bin/sshd,5,0
1700000313,user104,session-104,COMMAND_EXEC,/bin/ls,3,50
1700000314,user104,session-104,LOGOUT,/usr/bin/sshd,5,0
1700000315,user105,session-105,LOGIN,/usr/bin/sshd,5,0
1700000316,user105,session-105,COMMAND_EXEC,/bin/ls,3,50
1700000317,user105,session-105,LOGOUT,/usr/bin/sshd,5,0
1700000318,user106,session-106,LOGIN,/usr/bin/sshd,5,0
1700000319,user106,session-106,COMMAND_EXEC,/bin/ls,3,50
1700000320,user106,session-106,LOGOUT,/usr/bin/sshd,5,0
1700000321,user107,session-107,LOGIN,/usr/bin/sshd,5,0
1700000322,user107,session-107,COMMAND_EXEC,/bin/ls,3,50
1700000323,user107,session-107,LOGOUT,/usr/bin/sshd,5,0
1700000324,user108,session-108,LOGIN,/usr/bin/sshd,5,0
1700000325,user108,session-108,COMMAND_EXEC,/bin/ls,3,50
1700000326,user108,session-108,LOGOUT,/usr/bin/sshd,5,0
1700000327,user109,session-109,LOGIN,/usr/bin/sshd,5,0
1700000328,user109,session-109,COMMAND_EXEC,/bin/ls,3,50
1700000329,user109,session-109,LOGOUT,/usr/bin/sshd,5,0
1700000330,user110,session-110,LOGIN,/usr/bin/sshd,5,0
1700000331,user110,session-110,COMMAND_EXEC,/bin/ls,3,50
1700000332,user110,session-110,LOGOUT,/usr/bin/sshd,5,0
1700000333,user111,session-111,LOGIN,/usr/bin/sshd,5,0
1700000334,user111,session-111,COMMAND_EXEC,/bin/ls,3,50
1700000335,user111,session-111,LOGOUT,/usr/bin/sshd,5,0
1700000336,user112,session-112,LOGIN,/usr/bin/sshd,5,0
1700000337,user112,session-112,COMMAND_EXEC,/bin/ls,3,50
1700000338,user112,session-112,LOGOUT,/usr/bin/sshd,5,0
1700000339,user113,session-113,LOGIN,/usr/bin/sshd,5,0
1700000340,user113,session-113,COMMAND_EXEC,/bin/ls,3,50
1700000341,user113,session-113,LOGOUT,/usr/bin/sshd,5,0
1700000342,user114,session-114,LOGIN,/usr/bin/sshd,5,0
1700000343,user114,session-114,COMMAND_EXEC,/bin/ls,3,50
1700000344,user114,session-114,LOGOUT,/usr/bin/sshd,5,0
1700000345,user115,session-115,LOGIN,/usr/bin/sshd,5,0
1700000346,user115,session-115,COMMAND_EXEC,/bin/ls,3,50
1700000347,user115,session-115,LOGOUT,/usr/bin/sshd,5,0
1700000348,user116,session-116,LOGIN,/usr/bin/sshd,5,0
1700000349,user116,session-116,COMMAND_EXEC,/bin/ls,3,50
1700000350,user116,session-116,LOGOUT,/usr/bin/sshd,5,0
1700000351,user117,session-117,LOGIN,/usr/bin/sshd,5,0
1700000352,user117,session-117,COMMAND_EXEC,/bin/ls,3,50
1700000353,user117,session-117,LOGOUT,/usr/bin/sshd,5,0
1700000354,user118,session-118,LOGIN,/usr/bin/sshd,5,0
1700000355,user118,session-118,COMMAND_EXEC,/bin/ls,3,50
1700000356,user118,session-118,LOGOUT,/usr/bin/sshd,5,0
1700000357,user119,session-119,LOGIN,/usr/bin/sshd,5,0
1700000358,user119,session-119,COMMAND_EXEC,/bin/ls,3,50
1700000359,user119,session-119,LOGOUT,/usr/bin/sshd,5,0
1700000360,user120,session-120,LOGIN,/usr/bin/sshd,5,0
1700000361,user120,session-120,COMMAND_EXEC,/bin/ls,3,50
1700000362,user120,session-120,LOGOUT,/usr/bin/sshd,5,0
1700000363,user121,session-121,LOGIN,/usr/bin/sshd,5,0
1700000364,user121,session-121,COMMAND_EXEC,/bin/ls,3,50
1700000365,user121,session-121,LOGOUT,/usr/bin/sshd,5,0
1700000366,user122,session-122,LOGIN,/usr/bin/sshd,5,0
1700000367,user122,session-122,COMMAND_EXEC,/bin/ls,3,50
1700000368,user122,session-122,LOGOUT,/usr/bin/sshd,5,0
1700000369,user123,session-123,LOGIN,/usr/bin/sshd,5,0
1700000370,user123,session-123,COMMAND_EXEC,/bin/ls,3,50
1700000371,user123,session-123,LOGOUT,/usr/bin/sshd,5,0
1700000372,user124,session-124,LOGIN,/usr/bin/sshd,5,0
1700000373,user124,session-124,COMMAND_EXEC,/bin/ls,3,50
1700000374,user124,session-124,LOGOUT,/usr/bin/sshd,5,0
1700000375,user125,session-125,LOGIN,/usr/bin/sshd,5,0
1700000376,user125,session-125,COMMAND_EXEC,/bin/ls,3,50
1700000377,user125,session-125,LOGOUT,/usr/bin/sshd,5,0
1700000378,user126,session-126,LOGIN,/usr/bin/sshd,5,0
1700000379,user126,session-126,COMMAND_EXEC,/bin/ls,3,50
1700000380,user126,session-126,LOGOUT,/usr/bin/sshd,5,0
1700000381,user127,session-127,LOGIN,/usr/bin/sshd,5,0
1700000382,user127,session-127,COMMAND_EXEC,/bin/ls,3,50
1700000383,user127,session-127,LOGOUT,/usr/bin/sshd,5,0
1700000384,user128,session-128,LOGIN,/usr/bin/sshd,5,0
1700000385,user128,session-128,COMMAND_EXEC,/bin/ls,3,50
1700000386,user128,session-128,LOGOUT,/usr/bin/sshd,5,0
1700000387,user129,session-129,LOGIN,/usr/bin/sshd,5,0
1700000388,user129,session-129,COMMAND_EXEC,/bin/ls,3,50
1700000389,user129,session-129,LOGOUT,/usr/bin/sshd,5,0
1700000390,user130,session-130,LOGIN,/usr/bin/sshd,5,0
1700000391,user130,session-130,COMMAND_EXEC,/bin/ls,3,50
1700000392,user130,session-130,LOGOUT,/usr/bin/sshd,5,0
1700000393,user131,session-131,LOGIN,/usr/bin/sshd,5,0
1700000394,user131,session-131,COMMAND_EXEC,/bin/ls,3,50
1700000395,user131,session-131,LOGOUT,/usr/bin/sshd,5,0
1700000396,user132,session-132,LOGIN,/usr/bin/sshd,5,0
1700000397,user132,session-132,COMMAND_EXEC,/bin/ls,3,50
1700000398,user132,session-132,LOGOUT,/usr/bin/sshd,5,0
1700000399,user133,session-133,LOGIN,/usr/bin/sshd,5,0
1700000400,user133,session-133,COMMAND_EXEC,/bin/ls,3,50
1700000401,user133,session-133,LOGOUT,/usr/bin/sshd,5,0
1700000402,user134,session-134,LOGIN,/usr/bin/sshd,5,0
1700000403,user134,session-134,COMMAND_EXEC,/bin/ls,3,50
1700000404,user134,session-134,LOGOUT,/usr/bin/sshd,5,0
1700000405,user135,session-135,LOGIN,/usr/bin/sshd,5,0
1700000406,user135,session-135,COMMAND_EXEC,/bin/ls,3,50
1700000407,user135,session-135,LOGOUT,/usr/bin/sshd,5,0
1700000408,user136,session-136,LOGIN,/usr/bin/sshd,5,0
1700000409,user136,session-136,COMMAND_EXEC,/bin/ls,3,50
1700000410,user136,session-136,LOGOUT,/usr/bin/sshd,5,0
